[2019.11.11 14:34:35] [0000m.00s.417ms] [0] WELCOME
[2019.11.11 14:34:35] [0000m.00s.418ms] [1] iCDB Diagnostic ver.2.205, D1PPEPg28i9edg/tjYlvRQ, build:12448677 created 2018-12-06 13:00:21, sources stamp:D1PPEPg28i9edg/tjYlvRQ
[2019.11.11 14:34:35] [0000m.00s.418ms] [1] Copyright 2019 Mentor Graphics Corporation.  All Rights Reserved.
[2019.11.11 14:34:35] [0000m.00s.418ms] [1] Base flow version [VX.2.5]
[2019.11.11 14:34:35] [0000m.00s.418ms] [1] Install Id [1935004], Flow Id [PADS VX.2.5], Full Flow Name [PADS VX.2.5], Exact Access Date [2019/02/01]
[2019.11.11 14:34:35] [0000m.00s.419ms] [1] Machine [MG-WORKSTATION1]  IP [127.0.0.1,192.168.0.108,192.168.100.1,192.168.134.1]  User [Carlos Pichardo]  PID [28704]
[2019.11.11 14:34:35] [0000m.00s.419ms] [1] Operating system [Microsoft Windows 10 Business Edition, 64-bit (build 18362)]
[2019.11.11 14:34:35] [0000m.00s.419ms] [1] Current working dir [C:\Users\Carlos Pichardo\OneDrive\Proyectos Manicato Group\1 - Manicato Group\110 - Smart-HVAC\MG-Smart-HVAC\MG-Smart-HVAC\Smart-HVAC_netlist]
[2019.11.11 14:34:35] [0000m.00s.419ms] [1] PATH [C:\MentorGraphics\PADSVX.2.5\SDD_HOME\common\win32\bin;C:\MentorGraphics\PADSVX.2.5\SDD_HOME\common\win32\lib;C:\MentorGraphics\PADSVX.2.5\MGC_HOME.ixn\bin;C:\MentorGraphics\PADSVX.2.5\MGC_HOME.ixn\lib;C:\Program Files (x86)\Common Files\Intel\Shared Libraries\redist\intel64\compiler;C:\Python\Python38-32\Scripts\;C:\Python\Python38-32\;C:\Program Files (x86)\Intel\iCLS Client\;C:\Program Files\Intel\iCLS Client\;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\dotnet\;C:\Program Files\Microsoft SQL Server\130\Tools\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;C:\Program Files\TortoiseSVN\bin;C:\Program Files\TortoiseGit\bin;C:\Program Files (x86)\GtkSharp\2.12\bin;C:\Program Files (x86)\Microsoft SQL Server\140\Tools\Binn\;C:\Program Files\Microsoft SQL Server\140\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\140\DTS\Binn\;C:\Program Files\Microsoft SQL Server\140\DTS\Binn\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\130\Tools\Binn\;C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit\;C:\Program Files (x86)\Microsoft SQL Server\150\DTS\Binn\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\WIDCOMM\Bluetooth Software\;C:\Program Files\WIDCOMM\Bluetooth Software\syswow64;C:\Program Files\Git\cmd;C:\Program Files\Tecnomatix\CADTranslators\;C:\Users\Carlos Pichardo\AppData\Local\Microsoft\WindowsApps;;C:\Users\Carlos Pichardo\AppData\Local\Programs\Microsoft VS Code\bin;C:\MentorGraphics\PADSVX.2.5\SDD_HOME\CAMCAD]
[2019.11.11 14:34:35] [0000m.00s.420ms] [1] SDD_HOME [C:\MentorGraphics\PADSVX.2.5\SDD_HOME] on file system [NTFS]
[2019.11.11 14:34:35] [0000m.00s.420ms] [1] SDD_PLATFORM [win32]
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesPartTech
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesConstVar
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesC2CClearRule
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesPkgTypeClearRule
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesP2PClearRule
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesParRuleSection
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesParRuleDef
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesNoiseRule
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesGenObj
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesGenCompObj
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesGenObjType
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesVia
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesZAxisLayerRule
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: CesConfigCheck: CesZAxisClearRule
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: ConfigCheck: CDBImplComp
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: ConfigCheck: CDBImplNet
[2019.11.11 14:34:36] [0000m.00s.591ms] [2] Diagnostic: ConfigCheck: CDBImplPin
[2019.11.11 14:34:36] [0000m.00s.591ms] [1] Diagnostic: Snapshot [1:DxD] integrity check FAILED
[2019.11.11 14:34:36] [0000m.00s.604ms] [2] Diagnostic: Checking snapshot [2:__ise_DxD] integrity
[2019.11.11 14:34:36] [0000m.00s.604ms] [2] Diagnostic: SnapshotCheck: CDBImplBlock
[2019.11.11 14:34:36] [0000m.00s.604ms] [2] Diagnostic: SnapshotCheck: CDBImplComp
[2019.11.11 14:34:36] [0000m.00s.604ms] [2] Diagnostic: SnapshotCheck: CDBImplGroup
[2019.11.11 14:34:36] [0000m.00s.604ms] [2] Diagnostic: SnapshotCheck: CDBImplPin (regular)
[2019.11.11 14:34:36] [0000m.00s.604ms] [2] Diagnostic: SnapshotCheck: AttributesUtility (regular)
[2019.11.11 14:34:36] [0000m.00s.604ms] [2] Diagnostic: SnapshotCheck: CDBImplPin (cached)
[2019.11.11 14:34:36] [0000m.00s.604ms] [2] Diagnostic: SnapshotCheck: AttributesUtility (cached)
[2019.11.11 14:34:36] [0000m.00s.604ms] [2] Diagnostic: Snapshot [2:__ise_DxD] integrity check PASSED in [647us]
[2019.11.11 14:34:36] [0000m.00s.606ms] [0] Diagnostic: FINISH
[2019.11.11 14:34:36] [0000m.00s.606ms] [0] .
